07-10 08:57:34.971     0     0 I I00000/HiLog: ========Zeroth log of type: init
07-10 15:50:07.258   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled_on_lock_screen' observer, error:19
07-10 15:50:07.258   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_timeout' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:07.258   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_timeout' observer, error:19
07-10 15:50:07.258   249   490 I C02800/AccountManager: [][InitializeSetting] leave
07-10 15:50:07.258   249   490 I C02801/TouchDrawingManager: [][CreateObserver:217] Setup observer of show-touch-track
07-10 15:50:07.259   249   490 E C02801/TouchDrawingManager: [][CreateBubbleObserver:251] Register setting observer failed, ret:19
07-10 15:50:07.259   249   490 I C02801/TouchDrawingManager: [][CreateObserver:222] Setup observer of show-touch-position
07-10 15:50:07.259   249   490 E C02801/TouchDrawingManager: [][CreatePointerObserver:277] Register setting observer failed, ret:19
07-10 15:50:07.259   249   490 E C02802/setting_DataShare: [][GetBoolValue:88] Get bool value fail
07-10 15:50:07.702   129  1369 I C01800/SAMGR: NF SA:65962,803_53810
07-10 15:50:07.717 18913 18913 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18913 2000 2000] failed
07-10 15:50:07.717 18913 18913 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.717 18913 18913 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.723 18913 18913 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18913 2000 2000] failed
07-10 15:50:07.723 18913 18913 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.723 18913 18913 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.903   129  1369 I C01800/SAMGR: NF SA:65962,803_53811
07-10 15:50:07.910 18916 18916 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18916 2000 2000] failed
07-10 15:50:07.910 18916 18916 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.910 18916 18916 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.920 18919 18919 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18919 2000 2000] failed
07-10 15:50:07.920 18918 18918 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18918 2000 2000] failed
07-10 15:50:07.920 18918 18918 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.920 18918 18918 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.920 18919 18919 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.920 18919 18919 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.921 18920 18920 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18920 2000 2000] failed
07-10 15:50:07.921 18920 18920 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.921 18920 18920 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.930 18922 18922 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18922 2000 2000] failed
07-10 15:50:07.930 18921 18921 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18921 2000 2000] failed
07-10 15:50:07.930 18921 18921 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.930 18921 18921 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.930 18922 18922 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.930 18922 18922 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.048  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:08.049   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:08.049   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
07-10 15:50:08.050   476  1998 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
07-10 15:50:08.050   476  1998 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
07-10 15:50:08.050   476  1998 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2009e4cc,ret:1001,uri:******icIconInfo
07-10 15:50:08.050   476  1998 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2009e4cc, uri:******icIconInfo
07-10 15:50:08.050  1340  1340 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
07-10 15:50:08.105   129  1369 I C01800/SAMGR: NF SA:65962,803_53812
07-10 15:50:08.159 18924 18924 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18924 2000 2000] failed
07-10 15:50:08.159 18924 18924 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.159 18924 18924 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.165 18926 18926 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18926 2000 2000] failed
07-10 15:50:08.165 18926 18926 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.165 18926 18926 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.171 18927 18927 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18927 2000 2000] failed
07-10 15:50:08.171 18927 18927 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.171 18927 18927 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.260   249   490 I C02800/AccountManager: [][InitializeSetting:170] enter
07-10 15:50:08.260   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:08.260   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled' observer, error:19
07-10 15:50:08.260   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled_on_lock_screen' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:08.260   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled_on_lock_screen' observer, error:19
07-10 15:50:08.260   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_timeout' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:08.260   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_timeout' observer, error:19
07-10 15:50:08.260   249   490 I C02800/AccountManager: [][InitializeSetting] leave
07-10 15:50:08.260   249   490 I C02801/TouchDrawingManager: [][CreateObserver:217] Setup observer of show-touch-track
07-10 15:50:08.260   249   490 E C02801/TouchDrawingManager: [][CreateBubbleObserver:251] Register setting observer failed, ret:19
07-10 15:50:08.260   249   490 I C02801/TouchDrawingManager: [][CreateObserver:222] Setup observer of show-touch-position
07-10 15:50:08.260   249   490 E C02801/TouchDrawingManager: [][CreatePointerObserver:277] Register setting observer failed, ret:19
07-10 15:50:08.260   249   490 E C02802/setting_DataShare: [][GetBoolValue:88] Get bool value fail
07-10 15:50:08.305   129  1369 I C01800/SAMGR: NF SA:65962,803_53813
07-10 15:50:08.506   129  1369 I C01800/SAMGR: NF SA:65962,803_53814
07-10 15:50:08.607  2409  2409 I C02500/Qemud: Guest heartbeat success.
07-10 15:50:08.695 18930 18930 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18930 2000 2000] failed
07-10 15:50:08.695 18930 18930 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.695 18930 18930 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.702 18930 18930 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18930 2000 2000] failed
07-10 15:50:08.702 18930 18930 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.702 18930 18930 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.706   129  1369 I C01800/SAMGR: NF SA:65962,803_53815
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title = brightness
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.720   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title =
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = ambient
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = ibat
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = vbat
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu0_min_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu0_cur_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu0_max_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu4_min_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu4_cur_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu4_max_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu7_min_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu7_cur_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cpu7_max_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = gpu_min_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = gpu_cur_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = gpu_max_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = ddr_cur_freq
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = set_IPApower
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: Read node failed, title = cur_IPApower
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: get node failed
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: get node failed
07-10 15:50:08.721   588   766 W C02943/ThermalHdi: get node failed
07-10 15:50:08.798   310   380 I C015b5/NetMgrEnhanced: [a92ab1a42692cc8, 3d250da, 20ce710] OnDelayedAppBackground unReg AppQoe for reader.minliny.testpackage
07-10 15:50:08.798   310   380 I C015b5/NetMgrEnhanced: [a92ab1a42692cc8, 3d250da, 20ce710] UnRegisterAppQoe for reader.minliny.testpackage
07-10 15:50:08.798   310   380 I C015b5/NetMgrEnhanced: QOE: [a92ab1a42692cc8, 3d250da, 20ce710] caller:DECISION_CENTER_MODULE uid:20020065 UnRegister App Qoe start.
07-10 15:50:08.798   310   380 I C015b5/NetMgrEnhanced: QOE: [a92ab1a42692cc8, 3d250da, 20ce710] uid:20020065 not exist, UnRegister App Qoe failed.
07-10 15:50:08.879 18933 18933 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18933 2000 2000] failed
07-10 15:50:08.879 18933 18933 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.879 18933 18933 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.887 18937 18937 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18937 2000 2000] failed
07-10 15:50:08.887 18936 18936 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18936 2000 2000] failed
07-10 15:50:08.887 18936 18936 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.887 18936 18936 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.887 18937 18937 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.887 18937 18937 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.887 18935 18935 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18935 2000 2000] failed
07-10 15:50:08.887 18935 18935 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.887 18935 18935 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.899 18938 18938 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18938 2000 2000] failed
07-10 15:50:08.899 18939 18939 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18939 2000 2000] failed
07-10 15:50:08.899 18939 18939 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.899 18939 18939 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.899 18938 18938 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:08.899 18938 18938 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:08.908   129  1369 I C01800/SAMGR: NF SA:65962,803_53816
07-10 15:50:08.908   803   860 E C01810/SA_CLIENT: GetSaWrap SA:65962 not start
07-10 15:50:08.908   803   860 I C01409/APS_MANAGER: request system service object is not ready yet!
07-10 15:50:09.076  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:09.079   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:09.079   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
07-10 15:50:09.079   476  1998 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
07-10 15:50:09.079   476  1998 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
07-10 15:50:09.079   476  1998 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2009e4cc,ret:1001,uri:******icIconInfo
07-10 15:50:09.079   476  1998 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2009e4cc, uri:******icIconInfo
07-10 15:50:09.079  1340  1340 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
